time,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8
12:25:24.008,0,0,0.01,0,-0.01,-0.01,0,0
12:25:24.018,0,0,0.01,0,-0.01,-0.01,0,0
12:25:24.029,0,-0.01,0,0.01,0.01,0,0,0.02
12:25:24.040,0,0,-0.01,-0.01,0,-0.01,0,0
12:25:24.051,0,0,0,0,0,0.01,0,0
12:25:24.062,0,0,0,0,0,0.01,0,0
12:25:24.072,-0.01,0,-0.01,0,-0.01,-0.02,-0.01,-0.01
12:25:24.119,0,0,0,0.01,0,0,0.02,-0.01
12:25:24.130,-0.01,-0.01,0,-0.02,0,0,0,0
12:25:24.144,-0.01,-0.01,0,-0.02,0,0,0,0
12:25:24.157,0,0,-0.02,0,0,0,0,-0.01
12:25:24.169,-0.01,-0.02,-0.01,0,-0.02,0,0,0.01
12:25:24.181,-0.01,0,0.01,0,0,-0.01,-0.01,-0.01
12:25:24.225,0,0,-0.02,-0.01,0,0,0,0
12:25:24.238,-0.01,0,0,0,0,0.01,-0.01,0
12:25:24.255,0.01,0,0,-0.01,0,-0.01,0,-0.01
12:25:24.268,0.01,0,0,-0.01,0,-0.01,0,-0.01
12:25:24.283,0,-0.01,-0.01,0,0,0,-0.01,-0.01
12:25:24.337,0,-0.01,-0.02,-0.01,0,0,0,-0.01
12:25:24.348,0,0,0,-0.01,0,0,0,0
12:25:24.359,0,0,0,-0.01,0,0,0,0
12:25:24.373,0,-0.01,-0.01,0,-0.01,0,0,0
12:25:24.387,0,-0.01,-0.01,0,-0.01,0,0,0
12:25:24.399,-0.03,0,0,0,0,0,-0.01,-0.01
12:25:24.446,0,0,-0.01,0,0,0,-0.01,0
12:25:24.458,0,0,-0.01,0,-0.02,0.01,0,0
12:25:24.469,0,0,-0.01,0,-0.02,0.01,0,0
12:25:24.479,0,0,-0.01,0,0,0,-0.01,0
12:25:24.489,0,0,0,-0.01,-0.01,-0.01,0,-0.01
12:25:24.501,0,0,0,-0.01,-0.01,-0.01,0,-0.01
12:25:24.544,-0.01,-0.02,0,0,0,-0.01,-0.02,0
12:25:24.556,-0.01,-0.01,0,-0.01,0,0,0,0
12:25:24.571,-0.01,0,0,0,-0.01,-0.01,-0.01,-0.01
12:25:24.581,-0.01,0,0,0,-0.01,-0.01,-0.01,-0.01
12:25:24.593,0,0,0,-0.01,0,-0.02,0,0
12:25:24.604,0,0,0,-0.01,0,-0.02,0,0
12:25:24.615,0,-0.01,0.01,0,0,-0.01,0,0
