New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index,middle,ring,little
36:20.982,-0.05,-0.11,0.03,0.03,-0.04,0,-0.05,0.09,161.508625607508,8.34243986520596,3.59395615336416,6.74941332223898,6.74941332223898
36:20.993,0.03,-0.42,0,0.01,0.05,-0.13,0.02,0,161.8816315566,8.63219936795576,3.6405430719924,6.73295148270563,6.73295148270563
36:21.007,0,-0.13,-0.02,0.03,0.07,0.18,0.15,-0.02,162.254637505685,8.92195887070193,3.68712999062063,6.71648964317251,6.71648964317251
36:21.017,0.04,0.12,0.02,-0.03,-0.04,-0.21,-0.04,-0.06,162.312544522645,8.84624694009835,3.80427129888449,6.53749705560404,6.53749705560404
36:21.026,0.04,0.12,0.02,-0.03,-0.04,-0.21,-0.04,-0.06,162.370451539607,8.77053500949296,3.92141260715107,6.35850446803306,6.35850446803306
36:21.035,-0.09,-0.25,0.02,0,-0.06,-0.07,-0.01,-0.06,162.428358556566,8.6948230788912,4.03855391541401,6.17951188046572,6.17951188046572
36:21.078,-0.02,0.06,-0.05,-0.01,-0.01,-0.31,-0.04,0.03,162.284962795784,8.74811727748147,3.86293067239603,6.31716951994895,6.31716951994895
36:21.088,-0.02,0.06,-0.05,-0.01,-0.01,-0.31,-0.04,0.03,162.141567035003,8.80141147606992,3.68730742937623,6.45482715943581,6.45482715943581
36:21.097,0.07,0.45,0.02,0,0.06,0.02,0.1,0.12,161.998171274226,8.85470567465927,3.51168418636735,6.59248479891539,6.59248479891539
36:21.109,-0.01,0.14,-0.06,-0.04,-0.04,-0.3,-0.27,-0.07,161.85477551345,8.90799987324772,3.33606094335846,6.73014243839498,6.73014243839498
36:21.117,0.01,-0.19,0.06,0.01,-0.05,0.16,0,0.03,161.711379752673,8.96129407183798,3.1604377003423,6.8678000778782,6.8678000778782
36:21.126,0.01,-0.19,0.06,0.01,-0.05,0.16,0,0.03,162.227742966723,8.40652785138809,3.03508208710082,6.8105853473262,6.8105853473262
36:21.135,0.01,-0.24,-0.02,0.02,-0.04,-0.13,-0.36,-0.02,162.744106180791,7.85176163095457,2.90972647385934,6.75337061677419,6.75337061677419
36:21.148,0,-0.04,0.05,0.01,-0.02,-0.46,-0.31,-0.06,163.260469394852,7.29699541049195,2.7843708606124,6.69615588622037,6.69615588622037
36:21.189,0,-0.04,0.05,0.01,-0.02,-0.46,-0.31,-0.06,163.086038242465,7.62363603349149,2.94361503072651,6.66473493808599,6.66473493808599
36:21.201,-0.02,-0.07,-0.03,0.06,0.16,0.15,0.08,-0.01,162.911607090078,7.95027665648377,3.10285920084061,6.6333139899516,6.6333139899516
36:21.209,-0.02,-0.07,-0.03,0.06,0.16,0.15,0.08,-0.01,162.737175937698,8.2769172794724,3.26210337095108,6.60189304181858,6.60189304181858
36:21.217,0.02,-0.06,-0.05,-0.03,0.14,0.1,0.07,0.06,162.936807464226,8.3475948524665,3.46445560390566,6.32543914629787,6.32543914629787
36:21.226,0.02,-0.06,-0.05,-0.03,0.14,0.1,0.07,0.06,163.136438990754,8.41827242545696,3.66680783686024,6.04898525077442,6.04898525077442
36:21.236,0,0.06,-0.07,-0.02,-0.03,0,-0.05,-0.02,163.336070517282,8.48894999845106,3.86916006981482,5.77253135525825,5.77253135525825
36:21.248,0,0.06,-0.07,-0.02,-0.03,0,-0.05,-0.02,163.535702043806,8.55962757144516,4.07151230276577,5.49607745974208,5.49607745974208
36:21.256,-0.01,0.07,0.02,0.05,0.18,0.17,0.15,-0.07,163.735333570334,8.63030514443744,4.27386453571671,5.21962356422591,5.21962356422591
36:21.295,-0.01,-0.03,0.06,0.03,0.02,-0.03,0.08,0.01,163.903519902215,8.3898275860538,4.28622436097578,5.23763740789241,5.23763740789241
36:21.306,-0.01,-0.09,-0.03,-0.04,-0.16,0.21,0.14,0.09,164.071706234097,8.14935002766651,4.29858418623519,5.25565125155913,5.25565125155913
36:21.314,0,-0.25,-0.02,-0.01,-0.03,-0.31,-0.08,0.03,163.950707520627,8.205929816756,4.21232069486359,5.2748458552669,5.2748458552669
36:21.324,0.04,0.42,0.04,0.01,-0.03,-0.06,-0.01,0,163.829708807159,8.26250960584548,4.12605720349529,5.29404045897445,5.29404045897445
36:21.333,0.04,0.42,0.04,0.01,-0.03,-0.06,-0.01,0,163.708710093688,8.31908939493587,4.03979371212154,5.31323506268245,5.31323506268245
36:21.345,-0.01,-0.11,0.01,0.04,0,0.12,0,0,163.58771138022,8.37566918402536,3.95353022074778,5.33242966639045,5.33242966639045
36:21.359,0.04,0.22,-0.03,-0.03,-0.01,0.01,0.04,-0.02,163.466712666752,8.43224897311302,3.86726672937766,5.35162427009755,5.35162427009755
36:21.400,-0.07,-0.53,-0.05,-0.05,0,0.01,-0.04,0.07,163.122467594101,8.38915598945232,3.93337677266027,5.38464509170763,5.38464509170763
36:21.412,-0.07,-0.53,-0.05,-0.05,0,0.01,-0.04,0.07,162.778222521443,8.34606300579117,3.99948681594378,5.41766591331771,5.41766591331771
36:21.422,-0.09,-0.66,0.01,-0.01,-0.04,0.06,-0.01,-0.06,162.745769182771,8.04921654545615,3.63176747288526,5.7703239518014,5.7703239518014
36:21.434,0.02,-0.03,-0.01,0,0,0.13,0.06,0,162.713315844098,7.7523700851234,3.26404812982219,6.12298199028737,6.12298199028737
36:21.447,0.05,0.39,0.03,0.01,-0.03,-0.22,-0.05,0.01,162.680862505426,7.45552362479793,2.89632878675911,6.47564002877334,6.47564002877334
36:21.456,0.06,0.46,0,0.02,0.2,-0.03,-0.15,-0.12,162.648409166753,7.15867716445791,2.52860944369604,6.82829806727386,6.82829806727386
36:21.466,0.06,0.46,0,0.02,0.2,-0.03,-0.15,-0.12,162.680653013131,7.45724158273515,2.77903435795088,6.61856017446735,6.61856017446735
36:21.509,0,-0.07,-0.07,-0.05,0.02,-0.12,-0.05,-0.01,162.712896859508,7.75580600101239,3.02945927220935,6.40882228166265,6.40882228166265
36:21.518,0.01,0.19,0.02,-0.01,-0.04,0.04,0,-0.01,162.700081744696,7.69929429835611,3.03881327428371,6.25935083621152,6.25935083621152
36:21.529,0.01,0.19,0.02,-0.01,-0.04,0.04,0,-0.01,162.687266629885,7.64278259569983,3.04816727635784,6.10987939076222,6.10987939076222
36:21.540,0,0.36,0,0,-0.11,0.1,0.02,0.03,162.674451515073,7.58627089304264,3.0575212784322,5.96040794530927,5.96040794530927
36:21.549,0,0.36,0,0,-0.11,0.1,0.02,0.03,162.661636400262,7.52975919038727,3.06687528050634,5.81093649985996,5.81093649985996
36:21.559,-0.02,0.05,0.02,0,0,-0.09,0.21,0.02,162.876341720887,7.5841235351063,3.35861191029835,5.4807881577326,5.4807881577326
36:21.568,-0.02,0.05,0.02,0,0,-0.09,0.21,0.02,163.091047041511,7.63848787982624,3.65034854008991,5.15063981559797,5.15063981559797
36:21.578,-0.02,-0.17,-0.01,0.01,-0.07,-0.09,-0.01,-0.05,163.305752362128,7.69285222454437,3.94208516987419,4.82049147348152,4.82049147348152
36:21.619,0.06,0.39,0.07,0.01,-0.08,-0.04,-0.12,-0.01,163.279759097647,7.83954147067561,3.97165390322243,4.79825232617941,4.79825232617941
36:21.628,0.06,0.39,0.07,0.01,-0.08,-0.04,-0.12,-0.01,163.253765833165,7.98623071680049,4.00122263656976,4.77601317887775,4.77601317887775
36:21.639,-0.07,-0.36,-0.03,-0.06,0.12,0.07,-0.02,0,163.227772568683,8.13291996293265,4.03079136991846,4.75377403157563,4.75377403157563
36:21.647,-0.07,-0.36,-0.03,-0.06,0.12,0.07,-0.02,0,163.201779304201,8.27960920906116,4.06036010326625,4.73153488427397,4.73153488427397
36:21.656,-0.07,-0.36,-0.03,-0.06,0.12,0.07,-0.02,0,163.335474987232,8.24329261202047,3.92904565429126,4.86180007507573,4.86180007507573
36:21.666,0,-0.12,0.01,0.02,0,-0.09,-0.08,0.05,163.469170670265,8.20697601497886,3.79773120531536,4.99206526587659,4.99206526587659
36:21.680,0.01,-0.17,-0.04,-0.06,-0.04,0.04,0.15,0.1,163.602866353296,8.17065941793771,3.66641675633946,5.12233045667926,5.12233045667926
36:21.691,-0.1,-0.47,-0.06,0.02,0,0.01,0.03,0,163.736562036329,8.13434282089656,3.53510230736174,5.25259564748012,5.25259564748012
36:21.740,0,-0.01,0,0.05,0.06,-0.02,-0.01,-0.02,163.851816768083,8.03204155440835,3.56792088647217,5.24193031713173,5.24193031713173
36:21.749,0,0.03,0,-0.02,-0.06,-0.01,-0.02,-0.04,163.967071499836,7.92974028792196,3.60073946558214,5.2312649867838,5.2312649867838
36:21.760,0,0.03,-0.03,-0.05,-0.06,-0.06,-0.01,-0.06,164.082326231592,7.82743902143375,3.63355804469347,5.2205996564353,5.2205996564353
36:21.768,0,0.03,-0.03,-0.05,-0.06,-0.06,-0.01,-0.06,163.947216132168,8.01536876200043,3.63919393284982,5.12827172793186,5.12827172793186
36:21.777,0.06,-0.01,0,-0.02,0.02,0.12,0.07,0.15,163.812106032743,8.20329850257258,3.64482982100617,5.0359437994266,5.0359437994266
36:21.789,-0.02,-0.02,-0.03,-0.01,-0.13,-0.11,0,-0.02,163.676995933321,8.39122824313381,3.6504657091624,4.94361587092317,4.94361587092317
36:21.798,0,0.2,-0.05,-0.01,-0.01,0,-0.09,-0.04,163.541885833896,8.57915798369868,3.65610159731864,4.85128794242155,4.85128794242155
36:21.842,-0.02,0.1,0,0,-0.03,-0.13,-0.03,0,163.338387815351,8.4842654624299,3.75221196965867,5.04465977807922,5.04465977807922
36:21.852,-0.02,-0.17,0.02,0.01,-0.03,-0.05,0.04,0.04,163.134889796802,8.38937294115931,3.84832234199894,5.23803161373871,5.23803161373871
36:21.861,0.06,-0.13,-0.05,-0.03,0,0.05,0,0,162.931391778257,8.29448041989053,3.9444327143392,5.43140344939457,5.43140344939457
36:21.871,0.06,-0.13,-0.05,-0.03,0,0.05,0,0,163.126855960607,8.37617830036834,3.95895497496031,5.38737255756678,5.38737255756678
36:21.881,-0.02,0,-0.01,-0.02,-0.03,0,0.04,0.03,163.32232014295,8.45787618084432,3.97347723558141,5.34334166573899,5.34334166573899
36:21.889,-0.02,0,-0.01,-0.02,-0.03,0,0.04,0.03,163.517784325304,8.53957406132213,3.98799949620252,5.2993107739112,5.2993107739112
36:21.898,0,-0.05,-0.04,-0.04,0.01,-0.41,-0.03,-0.12,163.713248507658,8.62127194180175,4.00252175682363,5.25527988208341,5.25527988208341
36:21.909,-0.04,-0.08,-0.01,-0.04,-0.1,-0.07,-0.06,-0.01,163.908712690012,8.70296982228137,4.01704401744496,5.21124899025563,5.21124899025563
36:21.948,-0.06,-0.62,-0.03,0,0,0.1,-0.13,-0.04,163.76924921928,8.54033791694019,3.80362577829146,5.31896764625344,5.31896764625344
36:21.959,0,0.2,0.01,0,-0.05,0.11,-0.18,0,163.629785748544,8.37770601159718,3.59020753913865,5.42668630225489,5.42668630225489
36:21.968,0,0.2,0.01,0,-0.05,0.11,-0.18,0,163.490322277812,8.21507410625782,3.37678929998947,5.53440495825453,5.53440495825453
36:21.978,0,-0.11,0,0.01,-0.05,0.06,0,-0.09,163.204800478292,8.15174143722106,3.37978914711283,5.52400302038393,5.52400302038393
36:21.987,-0.03,0.13,-0.03,-0.02,-0.06,0.06,-0.02,-0.03,162.919278678768,8.0884087681834,3.38278899423625,5.51360108251288,5.51360108251288
36:21.997,-0.04,0.2,0.06,0,0.1,0,0.11,0.02,162.633756879248,8.02507609914664,3.38578884135967,5.50319914464228,5.50319914464228
36:22.009,-0.04,0.2,0.06,0,0.1,0,0.11,0.02,162.348235079724,7.96174343010898,3.38878868848312,5.49279720677168,5.49279720677168
36:22.017,0.04,0.01,0,-0.03,0,-0.09,0.02,0.04,162.062713280204,7.89841076107223,3.39178853560654,5.4823952689012,5.4823952689012
36:22.070,0,0.08,0.04,0.04,-0.03,-0.1,-0.13,0.01,162.253280365599,7.93517874747431,3.43597747048898,5.43284119825876,5.43284119825876
36:22.080,-0.14,-0.92,-0.06,-0.01,0.05,0.16,0.12,-0.01,162.443847450995,7.97194673387548,3.48016640537207,5.38328712761722,5.38328712761722
36:22.090,-0.14,-0.92,-0.06,-0.01,0.05,0.16,0.12,-0.01,162.634414536395,8.00871472027666,3.52435534025426,5.33373305697387,5.33373305697387
36:22.099,0.02,-0.15,-0.01,0,0.08,0.14,-0.1,0.05,162.82498162179,8.04548270667874,3.56854427513645,5.28417898633143,5.28417898633143
36:22.115,-0.12,-0.23,-0.07,-0.03,0.01,0.11,0.09,-0.08,163.015548707179,8.08225069307991,3.61273321001863,5.23462491568989,5.23462491568989
36:22.161,0.04,0.38,-0.13,0,0.1,0,-0.14,-0.04,163.173228321781,8.39108096148266,3.51198142272733,5.41687044860009,5.41687044860009
36:22.172,0.04,0.38,-0.13,0,0.1,0,-0.14,-0.04,163.330907936381,8.69991122987631,3.41122963543694,5.59911598150939,5.59911598150939
36:22.180,0,0.34,0.06,-0.01,-0.04,0.12,0.04,0,163.339055446358,8.63503534543088,3.41453600790607,5.57206599506799,5.57206599506799
36:22.189,0,0.34,0.06,-0.01,-0.04,0.12,0.04,0,163.347202956335,8.57015946098727,3.41784238037508,5.5450160086275,5.5450160086275
36:22.197,0,-0.14,0.02,0,0.01,0.16,0,-0.02,163.355350466312,8.50528357654366,3.42114875284426,5.51796602218565,5.51796602218565
36:22.205,-0.01,-0.01,0.03,-0.02,0.03,0.02,0.07,0.05,163.363497976288,8.44040769210005,3.42445512531339,5.49091603574425,5.49091603574425
36:22.212,-0.11,-0.55,0.04,0.04,0.04,0.07,0,0.01,163.371645486266,8.37553180765553,3.42776149778257,5.4638660493024,5.4638660493024
36:22.222,-0.03,-0.14,-0.04,0,-0.05,-0.16,-0.05,0,163.379792996242,8.31065592321193,3.43106787025175,5.436816062861,5.436816062861
36:22.232,-0.03,-0.29,-0.02,0.07,0.15,0.1,-0.04,0,163.33902642748,8.22409231172333,3.33772371208761,5.53271163176942,5.53271163176942
36:22.272,-0.14,-0.01,0,0,-0.09,0.15,0.06,0.02,163.298259858717,8.13752870023745,3.24437955392568,5.62860720067692,5.62860720067692
36:22.280,0.02,0.14,-0.06,-0.01,0.01,0.02,0,-0.04,163.257493289953,8.05096508874885,3.15103539576012,5.72450276958625,5.72450276958625
36:22.290,0.02,0.14,-0.06,-0.01,0.01,0.02,0,-0.04,163.353970440046,8.086139342764,3.21261483774651,5.61903221219654,5.61903221219654
36:22.298,-0.02,0,0.02,-0.01,0,0.01,-0.08,0.05,163.450447590141,8.12131359678096,3.27419427973655,5.5135616548032,5.5135616548032
36:22.307,-0.02,0,0.02,-0.01,0,0.01,-0.08,0.05,163.546924740236,8.15648785079702,3.33577372172294,5.40809109741167,5.40809109741167
36:22.316,-0.02,0,0.02,-0.01,0,0.01,-0.08,0.05,163.643401890327,8.19166210481126,3.39735316370934,5.30262054002378,5.30262054002378
36:22.326,0.01,0.25,0.01,0.02,-0.01,-0.06,-0.13,-0.04,163.739879040422,8.22683635882731,3.45893260569574,5.19714998263044,5.19714998263044
36:22.334,0.01,0.25,0.01,0.02,-0.01,-0.06,-0.13,-0.04,163.836356190517,8.26201061284291,3.52051204768213,5.09167942523891,5.09167942523891
36:22.343,0.01,-0.03,0,0,0.04,0.09,-0.02,-0.09,163.932833340608,8.29718486685761,3.58209148966671,4.9862088678492,4.9862088678492
36:22.390,0,0.17,0.1,0.06,-0.02,0.08,-0.01,0.05,163.447946046992,7.71207016201515,2.91676888258371,5.90981097160693,5.90981097160693
36:22.404,0.02,-0.19,-0.1,-0.06,-0.06,0.12,0.1,0,162.963058753383,7.12695545718452,2.25144627550617,6.83341307535738,6.83341307535738
36:22.416,0,-0.16,-0.01,-0.07,-0.11,-0.02,0.03,-0.04,163.187304221319,7.08136892762559,2.28184460271859,6.80903570575992,6.80903570575992
36:22.426,-0.01,-0.24,-0.05,0,-0.02,-0.15,-0.05,-0.06,163.411549689255,7.03578239806848,2.31224292993102,6.78465833616156,6.78465833616156
36:22.434,-0.01,-0.24,-0.05,0,-0.02,-0.15,-0.05,-0.06,163.635795157192,6.99019586850955,2.34264125714344,6.76028096656364,6.76028096656364
36:22.444,-0.01,-0.19,0,-0.01,0.09,0.1,0,-0.02,163.860040625128,6.94460933895152,2.37303958435541,6.73590359696573,6.73590359696573
36:22.453,0.02,-0.15,-0.01,0,0.01,-0.06,0.04,0.03,164.084286093061,6.89902280939441,2.40343791156693,6.71152622736872,6.71152622736872
36:22.494,-0.08,-0.3,0,0,-0.04,-0.24,0,-0.11,163.98012969624,6.82053324552453,2.30543100272007,6.70503411807681,6.70503411807681
36:22.506,0.03,-0.05,-0.09,0,0.03,0.37,-0.01,0.02,163.875973299415,6.74204368165192,2.20742409387094,6.69854200878478,6.69854200878478
36:22.516,0.03,-0.05,-0.09,0,0.03,0.37,-0.01,0.02,163.771816902594,6.66355411778204,2.10941718502181,6.69204989949276,6.69204989949276
36:22.526,-0.03,-0.12,-0.1,-0.02,-0.05,0.03,0.04,0,163.575347069956,6.89546710206196,2.32330075725258,6.41785929555044,6.41785929555044
36:22.536,0,0.28,-0.02,-0.04,-0.03,-0.14,-0.14,0.03,163.378877237323,7.1273800863346,2.53718432947062,6.14366869161313,6.14366869161313
36:22.545,0.02,-0.05,0.04,-0.03,-0.13,-0.1,-0.04,0.04,163.182407404682,7.35929307061451,2.75106790170685,5.86947808766854,5.86947808766854
36:22.555,0.02,-0.05,0.04,-0.03,-0.13,-0.1,-0.04,0.04,162.985937572048,7.59120605489079,2.96495147393944,5.59528748372395,5.59528748372395
36:22.563,-0.02,0.06,0.06,0.05,0.02,-0.14,0.12,-0.04,162.789467739411,7.82311903916707,3.17883504617203,5.32109687977936,5.32109687977936
36:22.602,0,0.05,0.02,0.01,-0.03,0.11,0.07,-0.07,162.591787272691,7.98565047579177,3.24141346306806,5.33995782250713,5.33995782250713
36:22.613,0,0.05,0.02,0.01,-0.03,0.11,0.07,-0.07,162.394106805972,8.14818191241829,3.303991879965,5.35881876523536,5.35881876523536
36:22.622,0.02,0.5,0.03,-0.04,-0.01,-0.06,-0.13,-0.03,162.541847014163,8.05604061638769,3.33645777571792,5.3612380695705,5.3612380695705
36:22.633,0.02,0.5,0.03,-0.04,-0.01,-0.06,-0.13,-0.03,162.689587222358,7.96389932035891,3.36892367147084,5.3636573739056,5.3636573739056
36:22.643,-0.09,-0.25,-0.11,-0.02,0.04,-0.06,-0.13,-0.03,162.837327430549,7.8717580243283,3.4013895672233,5.36607667824074,5.36607667824074
36:22.655,-0.06,0.46,-0.01,-0.04,0.01,0.03,0.01,-0.03,162.985067638747,7.77961672829588,3.43385546297668,5.36849598257595,5.36849598257595
36:22.664,0.01,-0.04,0.03,0.02,0.01,-0.05,0,0.04,163.132807846939,7.68747543226664,3.46632135872936,5.37091528691113,14.390969047793
36:22.723,0.02,-0.26,0.03,0,-0.05,-0.05,0.05,0.04,163.483894937846,7.67856786172126,3.44346851020418,5.37288527893656,5.37288527893656
36:22.734,0.02,-0.26,0.03,0,-0.05,-0.05,0.05,0.04,163.834982028755,7.66966029117611,3.42061566167922,5.37485527096197,5.37485527096197
36:22.746,0,0.15,0.02,0.03,0.06,0.07,0.04,-0.05,164.186069119663,7.6607527206304,3.39776281315335,5.3768252629875,5.3768252629875
36:22.756,0,0.15,0.02,0.03,0.06,0.07,0.04,-0.05,164.537156210565,7.65184515008514,3.37490996462793,5.3787952550129,5.3787952550129
36:22.765,0.01,-0.28,-0.1,-0.07,-0.04,0.09,0.01,-0.07,164.888243301473,7.64293757953965,3.35205711610251,5.38076524703837,5.38076524703837
36:22.774,-0.17,0.02,-0.05,-0.06,-0.03,0.06,0.03,0,164.304383895011,7.6820009813332,3.54329830474489,5.01838780908656,5.01838780908656
36:22.814,0.08,0.78,0.03,-0.02,-0.07,0.15,0.03,0.02,163.720524488555,7.72106438312676,3.73453949338364,4.65601037113083,4.65601037113083
36:22.823,0.01,0.14,-0.01,0.02,-0.15,-0.3,-0.13,0,163.136665082071,7.76012778492077,3.92578068203147,4.29363293317147,4.29363293317147
36:22.832,0.01,0.14,-0.01,0.02,-0.15,-0.3,-0.13,0,163.065185485748,7.80967556305859,3.96135991274787,4.33242216563212,4.33242216563212
36:22.841,0.01,-0.01,0,0,-0.04,0.04,0,0.03,162.993705889427,7.85922334119641,3.99693914346335,4.37121139809278,4.37121139809278
36:22.851,0.03,0.1,0,-0.03,-0.05,-0.17,-0.09,-0.04,162.922226293105,7.90877111933514,4.03251837417884,4.41000063055253,4.41000063055253
36:22.862,-0.02,-0.61,-0.01,-0.01,-0.02,0,0.08,0.17,162.85074669678,7.95831889747387,4.06809760489523,4.44878986301319,4.44878986301319
36:22.870,-0.02,-0.61,-0.01,-0.01,-0.02,0,0.08,0.17,162.779267100459,8.00786667561079,4.1036768356098,4.48757909547385,4.48757909547385
36:22.879,-0.02,-0.61,-0.01,-0.01,-0.02,0,0.08,0.17,162.739858152536,7.74812957437825,4.07175564287263,4.25012162638814,4.25012162638814
36:22.888,0.06,0.48,0.05,0,0,0.2,-0.09,-0.06,162.700449204614,7.4883924731439,4.03983445013546,4.01266415730061,4.01266415730061
36:22.930,0.05,-0.05,-0.01,0,0.13,0.17,-0.13,-0.06,162.931028705469,7.64814491398647,4.04556652241342,4.09326361772401,4.09326361772401
36:22.941,0.02,0.04,-0.04,-0.03,-0.06,-0.1,-0.02,0,163.161608206334,7.80789735482904,4.05129859469139,4.17386307814922,4.17386307814922
36:22.954,0,-0.25,0,-0.02,0.01,0.01,-0.04,0.07,163.392187707188,7.96764979566797,4.05703066696935,4.25446253857081,4.25446253857081
36:22.963,-0.06,0.22,0.09,0.05,0.03,-0.14,0.04,-0.08,163.622767208042,8.12740223651053,4.06276273924732,4.33506199899239,4.33506199899239
36:22.972,-0.06,0.22,0.09,0.05,0.03,-0.14,0.04,-0.08,163.952409445035,7.79354432610126,3.88922266250302,4.49856239686778,4.49856239686778
36:22.984,0,0.12,0,0.03,-0.05,0.03,0.02,0.05,164.282051682028,7.45968641568834,3.71568258575644,4.66206279474682,4.66206279474682
36:23.040,0.02,0.71,-0.03,-0.1,-0.14,-0.04,0.03,-0.03,163.534871615673,7.33262117562117,3.5510809239895,4.79648721775993,4.79648721775993
36:23.048,0.02,0.71,-0.03,-0.1,-0.14,-0.04,0.03,-0.03,162.787691549311,7.205555935554,3.38647926222257,4.93091164077305,4.93091164077305
36:23.057,0.02,0.71,-0.03,-0.1,-0.14,-0.04,0.03,-0.03,162.040511482948,7.07849069548502,3.22187760045563,5.06533606378798,5.06533606378798
36:23.067,0.01,0.07,0.05,0.02,0.11,0.02,-0.02,0.02,162.251451028846,7.13668007108026,3.21831054225305,5.14224824072517,5.14224824072517
36:23.075,-0.12,0.4,0,0.03,0,-0.01,0.1,0.01,162.462390574743,7.19486944667733,3.21474348405059,5.21916041766599,5.21916041766599
36:23.085,0,0.01,-0.06,-0.02,-0.02,-0.05,-0.16,-0.02,162.67333012064,7.2530588222744,3.21117642584795,5.29607259460499,5.29607259460499
36:23.095,0,0.01,-0.06,-0.02,-0.02,-0.05,-0.16,-0.02,162.884269666534,7.31124819786965,3.20760936764543,5.37298477154218,5.37298477154218
36:23.105,-0.04,0.17,0.01,-0.01,-0.04,-0.06,-0.04,-0.05,163.095209212432,7.36943757346489,3.2040423094428,5.44989694847936,5.44989694847936
36:23.150,-0.03,-0.07,0,0.1,0.15,0.14,0.25,0.02,162.509666636513,7.65524303664643,3.44625082967104,5.30115765483788,5.30115765483788
36:23.162,0,0.06,0.01,-0.03,-0.03,-0.04,0.05,0.07,161.924124060577,7.94104849982978,3.6884593498944,5.15241836119458,5.15241836119458
36:23.171,0,0.06,0.01,-0.03,-0.03,-0.04,0.05,0.07,161.33858148467,8.22685396300221,3.93066787011412,5.00367906755855,5.00367906755855
36:23.180,-0.02,-0.32,0,-0.03,0.04,-0.01,-0.12,-0.12,161.575877262843,8.18218627226497,3.91683279543008,4.98025740110506,4.98025740110506
36:23.188,-0.17,-0.15,0.05,0.01,-0.01,-0.21,-0.04,0,161.813173041017,8.13751858152773,3.90299772074582,4.95683573465112,4.95683573465112
36:23.196,-0.17,-0.15,0.05,0.01,-0.01,-0.21,-0.04,0,162.05046881919,8.09285089079049,3.88916264606155,4.93341406819764,4.93341406819764
36:23.206,0.09,-0.38,0.06,-0.02,0,0.15,-0.06,0.01,162.287764597364,8.04818320005279,3.8753275713774,4.90999240174392,4.90999240174392
36:23.216,0.02,0.19,0.01,0,-0.04,0,0.01,0.07,162.525060375534,8.00351550931555,3.86149249669336,4.88657073529043,4.88657073529043
36:23.274,0.02,0.19,0.01,0,-0.04,0,0.01,0.07,162.673466111033,8.07253902774573,3.81761469945241,5.00794031574333,5.00794031574333
36:23.284,-0.16,-0.16,-0.05,-0.04,-0.04,0.07,0.04,0.01,162.821871846529,8.14156254617592,3.77373690221066,5.12930989619417,5.12930989619417
36:23.292,-0.16,-0.16,-0.05,-0.04,-0.04,0.07,0.04,0.01,162.970277582026,8.2105860646061,3.72985910496936,5.25067947664866,5.25067947664866
36:23.301,0.03,-0.04,0.02,0,0,-0.11,-0.07,-0.01,163.118683317523,8.27960958303629,3.68598130772898,5.37204905710132,5.37204905710132
36:23.311,0.03,-0.04,0.02,0,0,-0.11,-0.07,-0.01,163.267089053021,8.34863310146466,3.6421035104886,5.49341863754853,5.49341863754853
36:23.319,0.03,-0.04,0.02,0,0,-0.11,-0.07,-0.01,163.166433667298,8.18791193037214,3.74167113283875,5.32487511635918,5.32487511635918
36:23.359,0.06,0.65,0.03,0,0,-0.02,0.09,-0.02,163.065778281572,8.02719075927962,3.84123875519253,5.15633159516801,5.15633159516801
36:23.367,-0.05,-0.32,0.01,0.02,-0.03,-0.18,0.03,-0.06,162.965122895848,7.86646958818528,3.94080637754632,4.98778807397684,4.98778807397684
36:23.376,-0.05,-0.32,0.01,0.02,-0.03,-0.18,0.03,-0.06,162.925337837421,7.99034844620837,4.07984409620985,4.8346707011915,4.8346707011915
36:23.385,0.06,-0.27,-0.08,-0.06,-0.06,-0.01,-0.1,-0.08,162.885552778993,8.1142273042351,4.21888181487157,4.68155332840979,4.68155332840979
36:23.396,0.06,-0.27,-0.08,-0.06,-0.06,-0.01,-0.1,-0.08,162.845767720567,8.23810616225819,4.35791953352964,4.52843595562445,4.52843595562445
36:23.407,-0.01,-0.08,0,0.02,0.12,0,0.04,0.01,162.805982662139,8.36198502028492,4.49695725219135,4.3753185828391,4.3753185828391
36:23.416,-0.01,-0.08,0,0.02,0.12,0,0.04,0.01,162.766197603713,8.48586387830801,4.63599497084942,4.22220121005375,4.22220121005375
36:23.425,0.09,-0.17,-0.04,-0.04,-0.11,-0.19,-0.02,-0.07,162.365608241042,8.06335145569028,4.0246212465936,4.669882064798,4.669882064798
36:23.466,-0.09,-0.2,0.08,0.05,0,0.03,-0.01,0.02,161.965018878374,7.64083903307983,3.41324752235232,5.11756291953498,5.11756291953498
36:23.475,-0.09,-0.2,0.08,0.05,0,0.03,-0.01,0.02,162.045289775104,7.52604097979383,3.37648994436631,5.18355723924287,5.18355723924287
36:23.489,-0.1,-0.48,-0.04,0.01,0.08,0.04,0.03,-0.02,162.125560671835,7.41124292650784,3.33973236637939,5.24955155895259,5.24955155895259
36:23.505,0.04,0.6,0.05,0,-0.04,0.02,-0.01,0.01,162.205831568563,7.29644487322366,3.30297478839293,5.31554587865867,5.31554587865867
36:23.518,0.02,0.35,0.12,0.02,-0.03,-0.09,0,0,162.296240096259,7.63948605466067,3.40544241999305,5.28113531673898,5.28113531673898
36:23.529,0,0.16,0.06,0,-0.11,-0.15,-0.35,-0.01,162.386648623955,7.98252723610494,3.5079100515959,5.24672475481884,5.24672475481884
